date,covid_month,season,state,tests,cases,hospitalizations,deaths
2020-04-16,4,Spring,IA,806,146,0,7
2020-04-16,4,Spring,KS,1454,94,17,4
2020-04-16,4,Spring,KY,627,81,120,7
2020-04-16,4,Spring,LA,4658,581,0,53
2020-04-16,4,Spring,ME,661,26,4,3
2020-04-16,4,Spring,MD,3578,752,220,30
2020-04-16,4,Spring,MA,10706,2263,89,165
2020-04-16,4,Spring,MI,5674,922,0,169
2020-04-16,4,Spring,MN,1456,165,30,7
2020-04-16,4,Spring,MS,264,264,37,7
2020-04-16,4,Spring,MO,2169,216,0,5
2020-04-16,4,Spring,MT,353,11,1,0
2020-04-16,4,Spring,NE,731,51,0,1
2020-04-16,4,Spring,NV,1470,110,0,8
2020-04-16,4,Spring,NH,471,72,9,2
2020-04-16,4,Spring,NJ,7809,4287,0,421
2020-04-16,4,Spring,NM,1094,113,15,8
2020-04-16,4,Spring,NY,24567,8505,0,606
2020-04-16,4,Spring,NC,3215,342,0,14
2020-04-16,4,Spring,ND,400,28,1,0
2020-04-16,4,Spring,OH,3613,623,94,28
2020-04-16,4,Spring,OK,1680,94,18,8
2020-04-16,4,Spring,OR,1474,30,20,3
2020-04-16,4,Spring,PA,4361,1245,0,60
2020-04-16,4,Spring,RI,2150,392,0,18
2020-04-16,4,Spring,SC,0,0,0,0
2020-04-16,4,Spring,SD,619,143,4,1
2020-04-16,4,Spring,TN,4153,183,28,6
2020-04-16,4,Spring,TX,11742,963,0,29
2020-04-16,4,Spring,UT,3169,141,17,1
2020-04-16,4,Spring,VT,365,9,0,5
2020-04-16,4,Spring,VA,3026,389,70,13
2020-04-16,4,Spring,WA,4702,302,0,20
2020-04-16,4,Spring,WV,521,37,0,3
2020-04-16,4,Spring,WI,1774,183,30,15
2020-04-16,4,Spring,WY,240,8,0,0
2020-04-16,4,Spring,NA,0,0,0,0
2020-04-16,4,Spring,NA,625,153,0,9
2020-04-16,4,Spring,NA,27,0,0,0
2020-04-16,4,Spring,NA,0,0,0,0
2020-04-16,4,Spring,NA,559,69,0,5
2020-04-16,4,Spring,NA,26,0,0,0
2020-04-17,4,Spring,AL,1457,185,41,11
2020-04-17,4,Spring,AK,715,9,1,0
2020-04-17,4,Spring,AZ,2335,273,31,19
2020-04-17,4,Spring,AR,819,75,0,0
2020-04-17,4,Spring,CA,5214,1346,0,95
2020-04-17,4,Spring,CO,1706,372,62,17
2020-04-17,4,Spring,CT,3167,925,0,65
2020-04-17,4,Spring,DE,714,248,0,6
2020-04-17,4,Spring,FL,15461,1199,205,53
2020-04-17,4,Spring,GA,1920,1525,216,63
2020-04-17,4,Spring,HI,1292,11,0,0
2020-04-17,4,Spring,ID,410,22,5,0
2020-04-17,4,Spring,IL,7574,1842,0,62
2020-04-17,4,Spring,IN,4545,612,0,42
2020-04-17,4,Spring,IA,1117,191,0,4
2020-04-17,4,Spring,KS,779,117,16,4
2020-04-17,4,Spring,KY,1423,138,164,7
2020-04-17,4,Spring,LA,5401,586,0,57
2020-04-17,4,Spring,ME,731,31,3,2
2020-04-17,4,Spring,MD,3439,788,161,42
2020-04-17,4,Spring,MA,13125,2221,30,155
2020-04-17,4,Spring,MI,6067,865,0,143
2020-04-17,4,Spring,MN,1466,182,43,17
2020-04-17,4,Spring,MS,169,169,54,11
2020-04-17,4,Spring,MO,2042,172,0,13
2020-04-17,4,Spring,MT,308,7,2,1
2020-04-17,4,Spring,NE,790,114,0,3
2020-04-17,4,Spring,NV,1135,203,0,4
2020-04-17,4,Spring,NH,410,76,3,3
2020-04-17,4,Spring,NJ,5619,3150,0,364
2020-04-17,4,Spring,NM,1125,114,12,7
2020-04-17,4,Spring,NY,22644,7358,0,630
2020-04-17,4,Spring,NC,3576,394,0,21
2020-04-17,4,Spring,ND,819,46,2,0
2020-04-17,4,Spring,OH,4007,693,93,29
2020-04-17,4,Spring,OK,2721,108,0,5
2020-04-17,4,Spring,OR,2422,73,13,6
2020-04-17,4,Spring,PA,6251,1706,0,49
2020-04-17,4,Spring,RI,2941,290,0,13
2020-04-17,4,Spring,SC,1551,275,0,2
2020-04-17,4,Spring,SD,650,100,8,0
2020-04-17,4,Spring,TN,2224,327,20,1
2020-04-17,4,Spring,TX,12647,916,0,35
2020-04-17,4,Spring,UT,4261,122,6,2
2020-04-17,4,Spring,VT,551,13,0,0
2020-04-17,4,Spring,VA,3271,602,66,23
2020-04-17,4,Spring,WA,5123,329,0,14
2020-04-17,4,Spring,WV,586,15,0,0
2020-04-17,4,Spring,WI,1965,203,32,8
2020-04-17,4,Spring,WY,296,11,0,0
2020-04-17,4,Spring,NA,0,0,0,0
2020-04-17,4,Spring,NA,493,126,0,5
2020-04-17,4,Spring,NA,70,0,0,0
2020-04-17,4,Spring,NA,15,0,0,0
2020-04-17,4,Spring,NA,574,25,0,2
2020-04-17,4,Spring,NA,16,0,0,1
2020-04-18,4,Spring,AL,4690,125,26,2
2020-04-18,4,Spring,AK,205,5,0,0
2020-04-18,4,Spring,AZ,2458,212,52,8
2020-04-18,4,Spring,AR,647,44,161,1
2020-04-18,4,Spring,CA,8052,1435,0,87
2020-04-18,4,Spring,CO,1581,386,42,20
2020-04-18,4,Spring,CT,3698,0,0,0
2020-04-18,4,Spring,DE,971,0,0,10
2020-04-18,4,Spring,FL,12795,1083,177,55
2020-04-18,4,Spring,GA,7664,475,96,23
2020-04-18,4,Spring,HI,716,12,3,0
2020-04-18,4,Spring,ID,295,46,3,2
2020-04-18,4,Spring,IL,7241,1585,0,125
2020-04-18,4,Spring,IN,4831,487,0,26
2020-04-18,4,Spring,IA,1155,181,0,10
2020-04-18,4,Spring,KS,775,85,8,2
2020-04-18,4,Spring,KY,849,93,37,8
2020-04-18,4,Spring,LA,6012,462,0,54
2020-04-18,4,Spring,ME,591,20,3,3
2020-04-18,4,Spring,MD,3776,736,145,41
2020-04-18,4,Spring,MA,7478,1970,-28,161
2020-04-18,4,Spring,MI,4884,709,0,123
2020-04-18,4,Spring,MN,1482,120,43,10
2020-04-18,4,Spring,MS,181,181,46,12
2020-04-18,4,Spring,MO,2063,234,0,10
2020-04-18,4,Spring,MT,325,4,1,2
2020-04-18,4,Spring,NE,525,72,0,0
2020-04-18,4,Spring,NV,1316,102,0,6
2020-04-18,4,Spring,NH,1166,55,2,1
2020-04-18,4,Spring,NJ,5087,2953,0,286
2020-04-18,4,Spring,NM,1019,87,16,2
2020-04-18,4,Spring,NY,23309,7090,0,540
2020-04-18,4,Spring,NC,2472,281,0,12
2020-04-18,4,Spring,ND,696,90,0,0
2020-04-18,4,Spring,OH,3877,1115,95,33
2020-04-18,4,Spring,OK,1916,105,13,3
2020-04-18,4,Spring,OR,2300,49,13,6
2020-04-18,4,Spring,PA,7149,1628,0,80
2020-04-18,4,Spring,RI,2125,283,247,32
2020-04-18,4,Spring,SC,2549,315,101,10
2020-04-18,4,Spring,SD,589,131,5,0
2020-04-18,4,Spring,TN,3313,173,8,3
2020-04-18,4,Spring,TX,12853,889,0,25
2020-04-18,4,Spring,UT,4664,126,7,2
2020-04-18,4,Spring,VT,502,10,0,3
2020-04-18,4,Spring,VA,3305,562,107,27
2020-04-18,4,Spring,WA,2568,309,0,13
2020-04-18,4,Spring,WV,670,31,0,3
2020-04-18,4,Spring,WI,2108,174,23,6
2020-04-18,4,Spring,WY,99,10,7,0
2020-04-18,4,Spring,NA,0,0,0,0
2020-04-18,4,Spring,NA,625,190,0,5
2020-04-18,4,Spring,NA,3,0,0,0
2020-04-18,4,Spring,NA,1,1,0,0
2020-04-18,4,Spring,NA,241,50,0,2
2020-04-18,4,Spring,NA,19,2,0,1
2020-04-19,4,Spring,AL,3174,182,21,8
2020-04-19,4,Spring,AK,240,5,0,0
2020-04-19,4,Spring,AZ,981,210,46,7
2020-04-19,4,Spring,AR,68,42,0,2
2020-04-19,4,Spring,CA,21234,1370,0,94
2020-04-19,4,Spring,CO,1826,297,16,11
2020-04-19,4,Spring,CT,2227,741,0,50
2020-04-19,4,Spring,DE,791,215,0,4
2020-04-19,4,Spring,FL,9158,741,88,27
2020-04-19,4,Spring,GA,3977,632,44,14
2020-04-19,4,Spring,HI,942,21,3,0
2020-04-19,4,Spring,ID,494,13,0,1
2020-04-19,4,Spring,IL,5914,1197,0,31
2020-04-19,4,Spring,IN,2006,569,0,17
2020-04-19,4,Spring,IA,1603,389,0,1
2020-04-19,4,Spring,KS,454,59,7,6
2020-04-19,4,Spring,KY,1629,185,51,7
2020-04-19,4,Spring,LA,-2651,348,0,29
2020-04-19,4,Spring,ME,517,20,0,2
2020-04-19,4,Spring,MD,2739,522,129,44
2020-04-19,4,Spring,MA,5596,1705,61,163
2020-04-19,4,Spring,MI,3286,528,0,129
2020-04-19,4,Spring,MN,1232,126,13,13
2020-04-19,4,Spring,MS,300,300,26,7
2020-04-19,4,Spring,MO,2327,150,0,1
2020-04-19,4,Spring,MT,329,7,0,0
2020-04-19,4,Spring,NE,1064,149,0,4
2020-04-19,4,Spring,NV,810,102,0,4
2020-04-19,4,Spring,NH,653,50,6,3
2020-04-19,4,Spring,NJ,8152,3881,0,171
2020-04-19,4,Spring,NM,410,47,16,2
2020-04-19,4,Spring,NY,21023,6054,0,507
2020-04-19,4,Spring,NC,3600,353,0,8
2020-04-19,4,Spring,ND,932,56,4,1
2020-04-19,4,Spring,OH,4418,1380,46,20
2020-04-19,4,Spring,OK,29,29,0,1
2020-04-19,4,Spring,OR,2058,59,22,2
2020-04-19,4,Spring,PA,5317,1215,0,276
2020-04-19,4,Spring,RI,2046,339,27,14
2020-04-19,4,Spring,SC,1647,131,0,1
2020-04-19,4,Spring,SD,620,93,6,0
2020-04-19,4,Spring,TN,6512,308,5,3
2020-04-19,4,Spring,TX,6314,663,0,24
2020-04-19,4,Spring,UT,4364,138,8,2
2020-04-19,4,Spring,VT,295,11,0,0
2020-04-19,4,Spring,VA,2706,484,75,19
2020-04-19,4,Spring,WA,1967,347,0,17
2020-04-19,4,Spring,WV,666,78,0,2
2020-04-19,4,Spring,WI,1990,163,14,9
2020-04-19,4,Spring,WY,83,4,0,0
2020-04-19,4,Spring,NA,0,0,0,0
2020-04-19,4,Spring,NA,431,127,0,5
2020-04-19,4,Spring,NA,0,0,0,0
2020-04-19,4,Spring,NA,0,0,0,0
2020-04-19,4,Spring,NA,320,95,0,2
2020-04-19,4,Spring,NA,158,0,0,0
2020-04-20,4,Spring,AL,188,188,0,13
2020-04-20,4,Spring,AK,229,2,0,0
2020-04-20,4,Spring,AZ,967,135,67,3
2020-04-20,4,Spring,AR,2344,142,0,2
2020-04-20,4,Spring,CA,9600,645,0,42
2020-04-20,4,Spring,CO,1477,376,67,27
2020-04-20,4,Spring,CT,1594,2265,0,245
2020-04-20,4,Spring,DE,942,207,0,9
2020-04-20,4,Spring,FL,9218,713,80,25
2020-04-20,4,Spring,GA,4096,646,86,46
2020-04-20,4,Spring,HI,913,6,1,1
2020-04-20,4,Spring,ID,4,4,0,1
2020-04-20,4,Spring,IL,5040,1151,0,59
2020-04-20,4,Spring,IN,1338,476,0,7
2020-04-20,4,Spring,IA,1270,257,0,4
2020-04-20,4,Spring,KS,631,137,15,8
2020-04-20,4,Spring,KY,347,253,0,4
2020-04-20,4,Spring,LA,763,595,0,32
2020-04-20,4,Spring,ME,497,8,2,1
2020-04-20,4,Spring,MD,3952,854,128,57
2020-04-20,4,Spring,MA,12963,0,83,157
2020-04-20,4,Spring,MI,4527,937,0,111
2020-04-20,4,Spring,MN,842,276,28,9
2020-04-20,4,Spring,MS,12369,238,11,10
2020-04-20,4,Spring,MO,1242,140,0,1
2020-04-20,4,Spring,MT,153,0,2,0
2020-04-20,4,Spring,NE,1125,187,0,0
2020-04-20,4,Spring,NV,458,102,0,8
2020-04-20,4,Spring,NH,0,55,3,1
2020-04-20,4,Spring,NJ,7369,3505,0,208
2020-04-20,4,Spring,NM,1713,126,17,3
2020-04-20,4,Spring,NY,16306,4726,0,478
2020-04-20,4,Spring,NC,2592,271,0,7
2020-04-20,4,Spring,ND,893,42,2,3
2020-04-20,4,Spring,OH,4397,1317,88,38
2020-04-20,4,Spring,OK,81,81,0,3
2020-04-20,4,Spring,OR,2388,66,7,2
2020-04-20,4,Spring,PA,4330,948,0,92
2020-04-20,4,Spring,RI,2428,378,24,11
2020-04-20,4,Spring,SC,0,0,0,0
2020-04-20,4,Spring,SD,362,50,13,0
2020-04-20,4,Spring,TN,3591,168,6,4
2020-04-20,4,Spring,TX,3362,535,0,18
2020-04-20,4,Spring,UT,3158,144,9,1
2020-04-20,4,Spring,VT,307,4,0,0
2020-04-20,4,Spring,VA,2439,453,126,23
2020-04-20,4,Spring,WA,4968,176,0,14
2020-04-20,4,Spring,WV,1860,39,0,6
2020-04-20,4,Spring,WI,1326,177,21,10
2020-04-20,4,Spring,WY,299,2,1,0
2020-04-20,4,Spring,NA,0,0,0,0
2020-04-20,4,Spring,NA,414,134,0,9
2020-04-20,4,Spring,NA,48,0,0,0
2020-04-20,4,Spring,NA,9,0,0,0
2020-04-20,4,Spring,NA,245,39,0,1
2020-04-20,4,Spring,NA,6,0,0,0
2020-04-21,4,Spring,AL,2626,206,58,10
2020-04-21,4,Spring,AK,995,8,0,0
2020-04-21,4,Spring,AZ,2745,187,30,21
2020-04-21,4,Spring,AR,888,304,0,1
2020-04-21,4,Spring,CA,9600,2283,0,60
2020-04-21,4,Spring,CO,1476,341,123,37
2020-04-21,4,Spring,CT,3493,545,0,92
2020-04-21,4,Spring,DE,701,186,0,5
2020-04-21,4,Spring,FL,10579,746,225,50
2020-04-21,4,Spring,GA,4999,934,229,66
2020-04-21,4,Spring,HI,647,4,3,0
2020-04-21,4,Spring,ID,362,64,6,3
2020-04-21,4,Spring,IL,6639,1551,0,119
2020-04-21,4,Spring,IN,4862,411,0,61
2020-04-21,4,Spring,IA,1795,482,0,4
2020-04-21,4,Spring,KS,340,39,14,7
2020-04-21,4,Spring,KY,248,90,0,6
2020-04-21,4,Spring,LA,331,331,0,77
2020-04-21,4,Spring,ME,372,13,1,1
2020-04-21,4,Spring,MD,2188,509,144,49
2020-04-21,4,Spring,MA,11823,3122,137,146
2020-04-21,4,Spring,MI,7609,1095,0,124
2020-04-21,4,Spring,MN,1749,262,27,17
2020-04-21,4,Spring,MS,930,204,39,14
2020-04-21,4,Spring,MO,980,134,0,12
2020-04-21,4,Spring,MT,190,4,2,2
2020-04-21,4,Spring,NE,808,174,0,5
2020-04-21,4,Spring,NV,1361,107,0,13
2020-04-21,4,Spring,NH,594,44,5,0
2020-04-21,4,Spring,NJ,6769,3581,0,414
2020-04-21,4,Spring,NM,2122,101,15,7
2020-04-21,4,Spring,NY,15464,4178,0,481
2020-04-21,4,Spring,NC,773,187,0,34
2020-04-21,4,Spring,ND,269,18,1,0
2020-04-21,4,Spring,OH,3765,806,126,48
2020-04-21,4,Spring,OK,8698,127,20,21
2020-04-21,4,Spring,OR,1946,46,9,1
2020-04-21,4,Spring,PA,4068,1296,0,360
2020-04-21,4,Spring,RI,2301,387,45,11
2020-04-21,4,Spring,SC,797,62,0,4
2020-04-21,4,Spring,SD,372,70,13,1
2020-04-21,4,Spring,TN,7493,156,30,5
2020-04-21,4,Spring,TX,13767,738,0,22
2020-04-21,4,Spring,UT,5692,83,9,4
2020-04-21,4,Spring,VT,159,3,0,2
2020-04-21,4,Spring,VA,1974,640,78,24
2020-04-21,4,Spring,WA,4791,96,0,11
2020-04-21,4,Spring,WV,275,12,0,2
2020-04-21,4,Spring,WI,2006,156,41,12
2020-04-21,4,Spring,WY,297,13,1,4
2020-04-21,4,Spring,NA,0,0,0,0
2020-04-21,4,Spring,NA,826,171,0,7
2020-04-21,4,Spring,NA,42,0,0,0
2020-04-21,4,Spring,NA,0,0,0,0
2020-04-21,4,Spring,NA,349,46,0,1
2020-04-21,4,Spring,NA,21,1,0,0
2020-04-22,4,Spring,AL,234,234,31,17
2020-04-22,4,Spring,AK,1040,6,0,0
2020-04-22,4,Spring,AZ,2450,208,44,21
2020-04-22,4,Spring,AR,2272,49,0,-1
2020-04-22,4,Spring,CA,165227,2135,0,86
2020-04-22,4,Spring,CO,2167,431,120,22
2020-04-22,4,Spring,CT,3024,2109,0,121
2020-04-22,4,Spring,DE,383,269,0,13
2020-04-22,4,Spring,FL,12234,859,234,54
2020-04-22,4,Spring,GA,1649,859,180,37
2020-04-22,4,Spring,HI,543,2,1,2
2020-04-22,4,Spring,ID,363,30,1,3
2020-04-22,4,Spring,IL,9349,2049,0,97
2020-04-22,4,Spring,IN,4526,341,0,31
2020-04-22,4,Spring,IA,629,107,0,7
2020-04-22,4,Spring,KS,1102,186,13,3
2020-04-22,4,Spring,KY,508,142,17,17
2020-04-22,4,Spring,LA,404,404,0,127
2020-04-22,4,Spring,ME,509,19,5,3
2020-04-22,4,Spring,MD,3298,582,167,47
2020-04-22,4,Spring,MA,15397,1745,247,148
2020-04-22,4,Spring,MI,8341,1116,0,131
2020-04-22,4,Spring,MN,2130,306,31,19
2020-04-22,4,Spring,MS,1471,178,52,10
2020-04-22,4,Spring,MO,2590,196,0,19
2020-04-22,4,Spring,MT,342,2,0,2
2020-04-22,4,Spring,NE,447,74,0,5
2020-04-22,4,Spring,NV,2489,144,0,8
2020-04-22,4,Spring,NH,1719,97,7,6
2020-04-22,4,Spring,NJ,6833,3478,0,343
2020-04-22,4,Spring,NM,355,138,25,6
2020-04-22,4,Spring,NY,20657,5526,0,474
2020-04-22,4,Spring,NC,4520,269,0,29
2020-04-22,4,Spring,ND,677,33,8,1
2020-04-22,4,Spring,OH,3694,392,103,53
2020-04-22,4,Spring,OK,1569,87,27,6
2020-04-22,4,Spring,OR,1353,46,6,3
2020-04-22,4,Spring,PA,5823,1156,0,58
2020-04-22,4,Spring,RI,2554,382,43,15
2020-04-22,4,Spring,SC,1834,322,61,16
2020-04-22,4,Spring,SD,499,103,11,0
2020-04-22,4,Spring,TN,6798,448,15,9
2020-04-22,4,Spring,TX,12833,873,0,26
2020-04-22,4,Spring,UT,5059,149,11,2
2020-04-22,4,Spring,VT,379,8,0,0
2020-04-22,4,Spring,VA,2716,636,81,25
2020-04-22,4,Spring,WA,5127,334,0,7
2020-04-22,4,Spring,WV,1791,25,0,0
2020-04-22,4,Spring,WI,2698,257,50,4
2020-04-22,4,Spring,WY,289,6,0,0
2020-04-22,4,Spring,NA,0,0,0,0
2020-04-22,4,Spring,NA,563,108,0,15
2020-04-22,4,Spring,NA,54,1,0,0
2020-04-22,4,Spring,NA,0,0,0,0
2020-04-22,4,Spring,NA,-330,-383,0,3
2020-04-22,4,Spring,NA,9,0,0,0
2020-04-23,4,Spring,AL,3881,313,38,3
2020-04-23,4,Spring,AK,2,2,0,0
2020-04-23,4,Spring,AZ,2510,310,44,20
2020-04-23,4,Spring,AR,1877,189,0,3
2020-04-23,4,Spring,CA,16770,1973,0,115
2020-04-23,4,Spring,CO,1904,384,114,44
2020-04-23,4,Spring,CT,4009,631,0,95
2020-04-23,4,Spring,DE,1096,108,0,14
2020-04-23,4,Spring,FL,11064,697,224,69
2020-04-23,4,Spring,GA,6908,772,110,36
2020-04-23,4,Spring,HI,802,6,7,0
2020-04-23,4,Spring,ID,1002,36,4,3
2020-04-23,4,Spring,IL,9162,1826,0,123
2020-04-23,4,Spring,IN,4585,601,0,45
2020-04-23,4,Spring,IA,1018,176,0,6
2020-04-23,4,Spring,KS,1115,271,10,2
2020-04-23,4,Spring,KY,2747,181,29,14
2020-04-23,4,Spring,LA,667,481,0,67
2020-04-23,4,Spring,ME,634,30,6,5
2020-04-23,4,Spring,MD,3906,962,152,52
2020-04-23,4,Spring,MA,13425,3079,237,172
2020-04-23,4,Spring,MI,9699,989,0,109
2020-04-23,4,Spring,MN,2491,512,52,21
2020-04-23,4,Spring,MS,1554,259,36,8
2020-04-23,4,Spring,MO,2541,184,0,10
2020-04-23,4,Spring,MT,292,3,0,0
2020-04-23,4,Spring,NE,513,91,0,7
2020-04-23,4,Spring,NV,1042,127,0,9
2020-04-23,4,Spring,NH,592,82,5,3
2020-04-23,4,Spring,NJ,8489,4124,0,332
2020-04-23,4,Spring,NM,5331,169,36,7
2020-04-23,4,Spring,NY,25938,6244,0,438
2020-04-23,4,Spring,NC,7796,388,0,11
2020-04-23,4,Spring,ND,820,32,3,1
2020-04-23,4,Spring,OH,3966,577,78,46
2020-04-23,4,Spring,OK,123,123,34,9
2020-04-23,4,Spring,OR,2509,57,17,0
2020-04-23,4,Spring,PA,8255,1369,0,-201
2020-04-23,4,Spring,RI,2808,419,40,12
2020-04-23,4,Spring,SC,1352,156,0,10
2020-04-23,4,Spring,SD,655,98,8,1
2020-04-23,4,Spring,TN,8120,424,18,4
2020-04-23,4,Spring,TX,12269,875,0,18
2020-04-23,4,Spring,UT,5604,167,13,1
2020-04-23,4,Spring,VT,603,3,0,3
2020-04-23,4,Spring,VA,4811,732,78,23
2020-04-23,4,Spring,WA,4963,268,0,7
2020-04-23,4,Spring,WV,1542,28,0,3
2020-04-23,4,Spring,WI,2892,245,16,11
2020-04-23,4,Spring,WY,269,6,0,1
2020-04-23,4,Spring,NA,0,0,0,0
2020-04-23,4,Spring,NA,428,155,0,12
2020-04-23,4,Spring,NA,98,4,0,0
2020-04-23,4,Spring,NA,0,0,0,0
2020-04-23,4,Spring,NA,471,0,0,2
2020-04-23,4,Spring,NA,0,0,0,0
2020-04-24,4,Spring,AL,54,54,0,0
2020-04-24,4,Spring,AK,120,2,0,0
2020-04-24,4,Spring,AZ,2582,276,54,17
2020-04-24,4,Spring,AR,3988,276,0,0
2020-04-24,4,Spring,CA,12076,1885,0,93
2020-04-24,4,Spring,CO,5249,993,129,122
2020-04-24,4,Spring,CT,4061,821,0,125
2020-04-24,4,Spring,DE,769,134,0,16
2020-04-24,4,Spring,FL,18611,1214,195,52
2020-04-24,4,Spring,GA,6106,635,152,20
2020-04-24,4,Spring,HI,837,4,0,0
2020-04-24,4,Spring,ID,275,34,4,0
2020-04-24,4,Spring,IL,16124,2724,0,107
2020-04-24,4,Spring,IN,5282,641,0,35
2020-04-24,4,Spring,IA,2711,521,0,11
2020-04-24,4,Spring,KS,2270,295,15,-1
2020-04-24,4,Spring,KY,6769,108,10,6
2020-04-24,4,Spring,LA,599,401,0,61
2020-04-24,4,Spring,ME,632,28,2,3
2020-04-24,4,Spring,MD,4870,879,141,68
2020-04-24,4,Spring,MA,14903,0,259,108
2020-04-24,4,Spring,MI,9089,1036,0,107
2020-04-24,4,Spring,MN,3080,518,44,21
2020-04-24,4,Spring,MS,281,281,24,8
2020-04-24,4,Spring,MO,2978,304,0,44
2020-04-24,4,Spring,MT,252,2,0,0
2020-04-24,4,Spring,NE,1557,311,0,2
2020-04-24,4,Spring,NV,917,190,0,6
2020-04-24,4,Spring,NH,1309,50,6,2
2020-04-24,4,Spring,NJ,5814,2207,0,279
2020-04-24,4,Spring,NM,4947,142,45,6
2020-04-24,4,Spring,NY,34736,8130,0,422
2020-04-24,4,Spring,NC,6406,444,0,16
2020-04-24,4,Spring,ND,1335,38,2,0
2020-04-24,4,Spring,OH,4924,475,93,34
2020-04-24,4,Spring,OK,104,104,15,9
2020-04-24,4,Spring,OR,2422,68,24,5
2020-04-24,4,Spring,PA,7923,1599,0,71
2020-04-24,4,Spring,RI,2949,415,-181,-11
2020-04-24,4,Spring,SC,0,0,0,0
2020-04-24,4,Spring,SD,675,84,5,1
2020-04-24,4,Spring,TN,8228,460,15,-2
2020-04-24,4,Spring,TX,14759,862,0,32
2020-04-24,4,Spring,UT,4692,170,14,4
2020-04-24,4,Spring,VT,479,3,0,1
2020-04-24,4,Spring,VA,4990,596,94,38
2020-04-24,4,Spring,WA,6176,284,0,5
2020-04-24,4,Spring,WV,2296,21,0,3
2020-04-24,4,Spring,WI,2799,353,35,5
2020-04-24,4,Spring,WY,418,20,2,0
2020-04-24,4,Spring,NA,0,0,0,0
2020-04-24,4,Spring,NA,603,167,0,14
2020-04-24,4,Spring,NA,55,2,0,0
2020-04-24,4,Spring,NA,0,0,0,0
2020-04-24,4,Spring,NA,-44,-44,0,8
2020-04-24,4,Spring,NA,59,0,0,0
2020-04-25,4,Spring,AL,18649,305,71,15
2020-04-25,4,Spring,AK,3451,0,0,0
2020-04-25,4,Spring,AZ,2991,235,46,0
2020-04-25,4,Spring,AR,2475,88,0,2
2020-04-25,4,Spring,CA,11862,1883,0,89
2020-04-25,4,Spring,CO,2943,713,44,-2
2020-04-25,4,Spring,CT,4336,661,0,98
2020-04-25,4,Spring,DE,1233,134,0,8
2020-04-25,4,Spring,FL,13407,734,157,44
2020-04-25,4,Spring,GA,13942,548,105,12
2020-04-25,4,Spring,HI,727,5,4,1
2020-04-25,4,Spring,ID,34,34,2,0
2020-04-25,4,Spring,IL,11985,2119,0,79
2020-04-25,4,Spring,IN,4330,715,0,44
2020-04-25,4,Spring,IA,2377,647,0,5
2020-04-25,4,Spring,KS,1611,279,17,6
2020-04-25,4,Spring,KY,2118,298,28,9
2020-04-25,4,Spring,LA,890,372,0,43
2020-04-25,4,Spring,ME,498,25,4,3
2020-04-25,4,Spring,MD,4486,1150,142,49
2020-04-25,4,Spring,MA,10266,7325,213,0
2020-04-25,4,Spring,MI,6721,533,0,111
2020-04-25,4,Spring,MN,2615,339,41,23
2020-04-25,4,Spring,MS,3287,284,26,12
2020-04-25,4,Spring,MO,2823,201,0,11
2020-04-25,4,Spring,MT,370,1,2,0
2020-04-25,4,Spring,NE,1632,297,0,3
2020-04-25,4,Spring,NV,1116,141,0,13
2020-04-25,4,Spring,NH,830,67,14,7
2020-04-25,4,Spring,NJ,7724,3327,0,280
2020-04-25,4,Spring,NM,2225,139,0,9
2020-04-25,4,Spring,NY,46912,10553,0,437
2020-04-25,4,Spring,NC,4788,571,0,20
2020-04-25,4,Spring,ND,2042,56,3,1
2020-04-25,4,Spring,OH,5503,418,62,21
2020-04-25,4,Spring,OK,6944,72,0,6
2020-04-25,4,Spring,OR,3586,50,8,3
2020-04-25,4,Spring,PA,7291,1397,0,45
2020-04-25,4,Spring,RI,3775,305,0,13
2020-04-25,4,Spring,SC,4551,336,107,16
2020-04-25,4,Spring,SD,747,107,4,0
2020-04-25,4,Spring,TN,10078,463,13,10
2020-04-25,4,Spring,TX,15742,967,0,30
2020-04-25,4,Spring,UT,4687,166,14,2
2020-04-25,4,Spring,VT,758,9,0,2
2020-04-25,4,Spring,VA,3529,772,84,26
2020-04-25,4,Spring,WA,3448,275,0,6
2020-04-25,4,Spring,WV,3529,32,0,0
2020-04-25,4,Spring,WI,2959,351,23,4
2020-04-25,4,Spring,WY,97,18,0,0
2020-04-25,4,Spring,NA,0,0,0,0
2020-04-25,4,Spring,NA,769,171,0,12
2020-04-25,4,Spring,NA,76,1,0,0
2020-04-25,4,Spring,NA,0,0,0,0
2020-04-25,4,Spring,NA,7,7,0,6
2020-04-25,4,Spring,NA,52,1,0,0
2020-04-26,4,Spring,AL,2207,133,6,4
2020-04-26,4,Spring,AK,445,2,0,0
2020-04-26,4,Spring,AZ,1163,246,44,9
2020-04-26,4,Spring,AR,1416,112,0,2
2020-04-26,4,Spring,CA,20049,1027,0,59
2020-04-26,4,Spring,CO,3237,473,28,8
2020-04-26,4,Spring,CT,2481,687,0,62
2020-04-26,4,Spring,DE,1266,458,0,13
2020-04-26,4,Spring,FL,16900,795,110,19
2020-04-26,4,Spring,GA,3402,706,33,8
2020-04-26,4,Spring,HI,617,2,1,1
2020-04-26,4,Spring,ID,17,17,1,2
2020-04-26,4,Spring,IL,13335,2126,0,59
2020-04-26,4,Spring,IN,2745,617,0,28
2020-04-26,4,Spring,IA,1740,384,0,6
2020-04-26,4,Spring,KS,1028,118,11,1
2020-04-26,4,Spring,KY,1596,126,123,5
